,Estado,Celular,Televisão por assinatura,Acesso a internet no próprio domicílio,Acesso a internet por 3g ou 4g,Acesso por banda larga,Renda
99064,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99130,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99136,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99139,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99143,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99145,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99146,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99149,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99151,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99152,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99156,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99161,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99176,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99178,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99199,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99274,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99339,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99373,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99416,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99428,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99444,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99446,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99447,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99449,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99450,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99462,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99463,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99469,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99476,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99477,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99478,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99486,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99492,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99494,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99508,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99522,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99524,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99527,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99531,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99538,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99542,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99582,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99585,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99650,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99685,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99688,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99701,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99702,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99704,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99729,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99739,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99748,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99751,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99755,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99758,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99764,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99811,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99820,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99831,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99832,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99859,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99878,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99888,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99897,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99909,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99910,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99948,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99952,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99955,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99956,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99962,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99964,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99966,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99971,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100000,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100040,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100041,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100042,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100055,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100061,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100062,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100065,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100070,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100073,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100076,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100078,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100079,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100080,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100082,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100083,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100084,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100085,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100086,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100087,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100093,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100102,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100103,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100107,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100110,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100115,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100129,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100130,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100133,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100162,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100163,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100164,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100165,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100169,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100171,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100172,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100177,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100194,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100196,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100198,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100201,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100203,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100204,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100205,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100206,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100211,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100225,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100242,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100247,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100258,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100266,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100269,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100278,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100280,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100285,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100291,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100294,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100295,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100299,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100309,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100314,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100315,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100317,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100319,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100335,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100353,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100357,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100359,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100360,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100361,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100363,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100365,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100366,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100367,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100379,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100383,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100389,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100400,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100407,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100414,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100415,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100416,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100424,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100436,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100485,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100489,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100498,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100503,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100505,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100506,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100509,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100510,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100514,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100519,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100550,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100552,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100559,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100576,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100653,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100654,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100675,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100699,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100716,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100717,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100724,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100725,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100726,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100731,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100732,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100733,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100734,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100743,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100744,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100754,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100755,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100756,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100757,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100759,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100762,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100766,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100788,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100789,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100790,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100792,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100795,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100798,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100799,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100807,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100811,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100815,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100816,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100818,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100825,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100828,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100831,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100832,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100834,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100836,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100839,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100841,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100842,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100843,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100846,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100848,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100849,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100850,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100851,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100852,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100854,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100869,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100870,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100872,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100873,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100874,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100876,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100881,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100882,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100883,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100890,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100891,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100892,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100893,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100896,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100900,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100902,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100912,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100915,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100916,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100917,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100918,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100922,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100930,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100933,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100935,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100937,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100941,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100942,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100943,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100944,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100946,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100966,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100967,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100968,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100974,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100977,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100978,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100983,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100985,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100986,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100990,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100993,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100996,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100997,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100998,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101000,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101008,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101009,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101015,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101025,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101028,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101039,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101044,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101047,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101065,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101068,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101069,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101073,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101075,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101077,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101104,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101108,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101118,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101139,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101142,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101153,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101157,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101228,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101273,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101274,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101280,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101285,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101287,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101289,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101291,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101293,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101295,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101298,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101303,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101309,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101313,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101317,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101321,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101326,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101331,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101333,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101334,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101337,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101340,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101346,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101350,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101354,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101355,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101357,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101359,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101371,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
101377,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101379,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
