,Estado,Celular,Televisão por assinatura,Acesso a internet no próprio domicílio,Acesso a internet por 3g ou 4g,Acesso por banda larga,Renda
95703,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95705,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95707,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
95728,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
95733,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
95742,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95743,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
95744,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
95745,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
95747,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
95753,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95760,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95762,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
95775,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
95783,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
95791,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95793,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
95794,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95797,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
95798,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95799,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95805,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
95816,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
95821,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95822,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
95841,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
95847,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
95849,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
95857,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95881,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95888,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95944,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95951,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
95964,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95969,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95981,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95987,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
95989,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
95991,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95992,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
95993,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95994,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95995,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
95997,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96005,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
96006,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96010,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96011,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96012,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96014,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96015,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96016,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
96025,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96039,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96041,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96052,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96056,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96057,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96059,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96060,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96068,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96075,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96077,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
96081,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96087,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96088,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96093,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96096,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96097,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96098,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96100,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96101,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96102,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96105,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96115,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96122,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96137,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96149,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96150,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96182,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96183,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96198,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96206,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96210,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96225,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96273,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96287,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96288,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
96289,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96303,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96311,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96312,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
96315,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
96317,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
96319,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
96335,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96351,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
96385,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96409,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96438,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96449,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
96470,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96471,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
96486,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96487,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96493,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96522,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96525,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96527,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96528,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96556,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96564,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96572,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96576,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96583,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96590,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96667,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96731,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
96734,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96752,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
96755,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96770,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96868,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96879,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
96887,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96888,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96893,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96895,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96898,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96899,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
96933,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96934,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96938,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96939,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96966,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
96968,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96981,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96986,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96990,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96994,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
96996,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96997,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97002,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97035,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97044,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97045,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97144,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97197,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97205,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97217,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97238,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97266,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97281,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97288,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97304,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97322,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97339,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97392,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97393,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97397,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97407,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97419,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97427,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97429,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97430,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97444,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97448,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97452,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97457,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97472,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97481,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97484,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97491,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97497,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97500,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97505,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97508,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97509,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97541,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97546,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97556,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97558,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97562,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97563,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97566,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97576,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97577,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97584,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97600,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97616,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97658,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97668,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97699,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97706,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97710,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97740,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97743,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97753,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97755,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97789,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97792,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97796,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97820,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97830,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97839,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97861,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97876,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97890,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97892,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97893,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97894,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97899,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97902,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97985,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97989,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97992,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97999,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98002,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98015,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98073,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98089,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98092,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98094,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98099,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98109,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98176,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98204,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98265,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98267,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98277,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98280,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98282,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98283,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98289,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98290,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98294,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98297,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98298,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98300,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98302,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98304,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98305,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98308,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98321,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98325,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98330,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98332,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98334,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98340,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98342,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98349,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98352,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98376,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98388,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98390,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98391,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98405,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98415,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98422,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98452,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98495,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98500,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98514,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98530,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98557,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98558,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98561,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98570,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98572,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98575,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98576,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98588,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98623,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98630,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98637,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98641,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98645,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98647,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98651,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98652,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98654,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98655,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98657,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98664,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98667,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98670,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98678,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98689,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98696,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98703,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98773,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98778,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98788,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98844,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98845,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98863,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98869,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98871,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98897,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98907,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98908,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98909,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98910,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98911,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98915,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98920,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98923,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98925,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98930,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98939,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98942,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98943,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98951,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98953,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98959,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99001,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99006,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99018,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99020,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99034,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99035,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
