,Estado,Celular,Televisão por assinatura,Acesso a internet no próprio domicílio,Acesso a internet por 3g ou 4g,Acesso por banda larga,Renda
103028,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103029,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103030,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103034,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103107,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103108,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103109,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103110,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103117,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103125,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103126,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103131,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103139,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103147,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103150,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103151,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103152,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103153,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103155,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103157,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103158,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103160,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103163,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103164,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103167,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103176,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103178,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103180,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103190,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103191,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103194,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103198,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103220,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103221,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103222,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103224,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103225,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103226,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103227,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103228,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103229,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103230,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103232,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103233,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103234,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103235,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103237,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103238,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103240,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103242,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103243,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103250,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103253,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103254,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103256,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103260,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103263,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103265,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103266,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103267,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103268,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103270,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103280,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103303,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103307,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103311,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103313,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103316,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103317,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103318,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103320,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103333,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103338,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103346,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103347,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103349,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103352,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103353,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103354,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103355,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103356,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103358,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103360,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103362,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103365,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103367,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103369,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103370,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103371,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103372,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103373,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103374,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103375,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103376,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103377,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103378,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103380,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103383,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103386,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103387,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103391,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103394,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103399,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103402,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103408,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103409,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103410,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103411,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103417,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103422,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103424,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103426,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103428,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103429,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103433,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103448,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103450,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103455,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103471,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103472,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103484,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103486,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103487,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103489,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103490,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103491,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103493,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103495,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103498,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103500,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103502,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103505,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103506,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103509,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103510,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103511,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103515,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103517,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103518,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103519,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103520,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103521,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103522,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103524,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103529,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103532,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103533,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103534,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103537,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103540,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103545,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103546,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103551,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103556,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103558,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103564,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103565,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103570,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103573,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103575,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103577,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103578,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103583,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103585,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103587,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103588,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103589,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103591,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103594,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103596,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103615,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103618,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103619,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103621,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103623,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103627,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103628,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103650,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103653,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103654,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103657,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103662,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103664,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103672,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103678,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103697,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103700,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103703,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103710,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103729,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103730,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103738,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103740,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103749,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103752,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103762,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103768,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103770,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103772,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103773,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103776,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103777,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103779,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103789,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103798,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103805,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103810,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103811,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103812,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103814,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103815,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103821,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103824,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103837,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103842,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103844,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103849,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103851,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103860,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103870,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103876,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103877,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103878,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103880,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103881,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103885,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103890,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103892,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103893,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103897,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103905,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103906,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103912,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103913,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103918,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103919,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103921,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103923,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103924,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103925,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103926,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103927,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103928,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103929,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103930,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103932,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103934,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103935,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103936,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103937,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103944,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103947,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103957,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103963,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103964,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103967,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103968,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103969,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103972,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103978,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103980,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103982,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103983,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103984,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103988,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103989,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103991,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
103996,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103998,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
104000,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104007,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104008,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104012,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104020,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104023,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104029,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104040,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104041,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
104048,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104049,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
104050,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
104053,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
104055,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
104060,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
104061,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
104069,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
104071,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104072,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
104074,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
104076,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
104078,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104080,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104083,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
104084,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
104089,São Paulo,Sim,Sim,Sim,Sim,Sim,Acima de 20000 reais
104091,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
104092,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
104093,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
104095,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
104098,São Paulo,Sim,Sim,Sim,Sim,Sim,Acima de 20000 reais
104100,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
104101,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104107,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104108,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104132,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
104134,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
104138,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104142,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
104143,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
104145,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
104152,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104163,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
104167,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104180,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104184,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
104197,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
104198,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
104199,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
104202,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
104203,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
104204,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
